Site.Name,Add,Site...GP.NHS.VHC.Covid.Clinic,Region,lon,lat
Waverley Gate Staff Flu Clinic,NULL,Covid-19 Vaccination Clinic,Lothian,-90.516844,38.798267
Staff Clinic - RIE winter Ward 5,EH16 4SA,Covid-19 Vaccination Clinic,Lothian,-3.1359398,55.9217543
Staff Clinic - Sighthill Health Centre,EH11 4AU,Covid-19 Vaccination Clinic,Lothian,-3.2860172,55.9234681
Staff Clinic - Astley Ainslie Hospital,EH9 2HL,Covid-19 Vaccination Clinic,Lothian,-3.196904,55.9283745
staff clinic - Liberton Hospital,EH16 6UB,Covid-19 Vaccination Clinic,Lothian,-3.1540728,55.9089433
staff clinic - Pennywell All Care Centre,EH4 4UA,Covid-19 Vaccination Clinic,Lothian,-3.2739219,55.964883
Staff Clinic- Leith Community Treatment Centre,EH6 5JQ,Covid-19 Vaccination Clinic,Lothian,-3.1769413,55.9714713
Staff Clinic - WGH Ward 58,EH4 2XU,Covid-19 Vaccination Clinic,Lothian,-3.2349075,55.9618023
Staff clinic - RIE Castle May,EH16 4SA,Covid-19 Vaccination Clinic,Lothian,-3.1359398,55.9217543
Staff clinic -Lauriston Ground Floor,EH3 9EN,Covid-19 Vaccination Clinic,Lothian,-3.1953437,55.9447343
Staff Clinic - Penumbra Mileston,NULL,Covid-19 Vaccination Clinic,Lothian,-90.516844,38.798267
Staff Clinic - Cairngreen Unit,EH22 3ND,Covid-19 Vaccination Clinic,Lothian,-3.0901462,55.8802334
Staff Clinic - Strathbrock Partnership Centre,EH52 5LH,Covid-19 Vaccination Clinic,Lothian,-3.4839546,55.9328617
Staff Clinic - SJH Ward 22,EH54 6PP,Covid-19 Vaccination Clinic,Lothian,-3.5230849,55.891884
Staff Clinic - Stoneyburn Clinic,EH47 8BZ,Covid-19 Vaccination Clinic,Lothian,-3.6376536,55.8454196
Staff Clinic - SJH Ward 21,EH54 6PP,Covid-19 Vaccination Clinic,Lothian,-3.5230849,55.891884
CARMONDEAN MEDICAL GROUP,EH54 8PY,Primary Care Delivery Site,Lothian,-3.5476575,55.9021989
WHITESANDS MEDICAL PRACTICE,EH42 1EE,Primary Care Delivery Site,Lothian,-2.5128872,55.9995464
RATHO MEDICAL PRACTICE,EH28 8RH,Primary Care Delivery Site,Lothian,-3.3873392,55.9205083
GRANGE MEDICAL GROUP,EH9 1AG,Primary Care Delivery Site,Lothian,-3.1933498,55.9350942
GRACEMOUNT MEDICAL PRACTICE,EH16 6RN,Primary Care Delivery Site,Lothian,-3.1568157,55.9038319
BRUNTON PLACE SURGERY,EH7 5EG,Primary Care Delivery Site,Lothian,-3.1746862,55.9578623
BLACKRIDGE HEALTH CENTRE,EH48 3SS,Primary Care Delivery Site,Lothian,-3.7589036,55.8855321
BRAIDS MEDICAL PRACTICE,EH10 6QT,Primary Care Delivery Site,Lothian,-3.2100669,55.9065455
COLINTON SURGERY,EH13 0LB,Primary Care Delivery Site,Lothian,-3.2527401,55.9088954
BRUNTSFIELD MEDICAL PRACTICE,EH10 4EY,Primary Care Delivery Site,Lothian,-3.2070865,55.9356795
CRAIGLOCKHART MEDICAL GROUP,EH13 9AF,Primary Care Delivery Site,Lothian,-3.2370029,55.9110313
MORNINGSIDE MEDICAL PRACTICE,EH10 5ER,Primary Care Delivery Site,Lothian,-3.2116193,55.9301269
FIRRHILL MEDICAL CENTRE,EH13 9AF,Primary Care Delivery Site,Lothian,-3.2370029,55.9110313
HERMITAGE MEDICAL PRACTICE,EH10 4RP,Primary Care Delivery Site,Lothian,-3.2084929,55.9258534
INCHPARK SURGERY,EH16 5QU,Primary Care Delivery Site,Lothian,-3.1596383,55.9212008
FERNIEHILL SURGERY,EH17 7AB,Primary Care Delivery Site,Lothian,-3.1339171,55.9072976
LIBERTON MEDICAL GROUP,EH16 6JT,Primary Care Delivery Site,Lothian,-3.1630728,55.9092719
BRAEFOOT MEDICAL PRACTICE,EH16 5TY,Primary Care Delivery Site,Lothian,-3.1662683,55.9251007
DALKEITH ROAD MEDICAL PRACTICE,EH16 5HQ,Primary Care Delivery Site,Lothian,-3.167793,55.9348085
THE SOUTHERN MEDICAL GROUP,EH17 7PR,Primary Care Delivery Site,Lothian,-3.1517867,55.9165303
UNIVERSITY HEALTH SERVICE,EH8 9AL,Primary Care Delivery Site,Lothian,-3.1881287,55.945981
SOUTHFIELD MEDICAL PRACTICE,EH15 3LL,Primary Care Delivery Site,Lothian,-3.116537,55.9403338
NIDDRIE MEDICAL PRACTICE,EH16 4DT,Primary Care Delivery Site,Lothian,-3.1358253,55.9325916
CRAIGMILLAR MEDICAL GROUP,EH16 4DT,Primary Care Delivery Site,Lothian,-3.1358253,55.9325916
MILTON SURGERY,EH15 3LL,Primary Care Delivery Site,Lothian,-3.116537,55.9403338
DURHAM ROAD MEDICAL GROUP,EH15 1NY,Primary Care Delivery Site,Lothian,-3.1200595,55.9475529
BARONSCOURT SURGERY,EH8 7RX,Primary Care Delivery Site,Lothian,-3.1408093,55.9545505
LEITH SURGERY,EH6 8HQ,Primary Care Delivery Site,Lothian,-3.1710087,55.9702699
THE LONG HOUSE SURGERY,EH5 3EL,Primary Care Delivery Site,Lothian,-3.2014897,55.9762034
DR STEVE ALLAN & PARTNERS,EH5 3AH,Primary Care Delivery Site,Lothian,-3.2013508,55.9727544
ANNANDALE MEDICAL PRACTICE,EH7 4AT,Primary Care Delivery Site,Lothian,-3.1838901,55.9608203
LINKS MEDICAL CENTRE,EH6 8BW,Primary Care Delivery Site,Lothian,-3.1642463,55.9691659
THE HOPETOUN PRACTICE,EH7 4AT,Primary Care Delivery Site,Lothian,-3.1838901,55.9608203
SUMMERSIDE MEDICAL PRACTICE,EH6 4NY,Primary Care Delivery Site,Lothian,-3.1874459,55.9749377
THE VICTORIA PRACTICE,EH6 5JA,Primary Care Delivery Site,Lothian,-3.1748636,55.9716439
LEITH MOUNT SURGERY,EH6 4EG,Primary Care Delivery Site,Lothian,-3.1829728,55.9785299
MILL LANE SURGERY,EH6 6TL,Primary Care Delivery Site,Lothian,-3.1768947,55.9746885
THE GREEN PRACTICE,EH3 6EH,Primary Care Delivery Site,Lothian,-3.207621,55.9569693
BLACKHALL MEDICAL CENTRE,EH4 3TH,Primary Care Delivery Site,Lothian,-3.256503,55.9598945
CREWE MEDICAL CENTRE,EH5 2LY,Primary Care Delivery Site,Lothian,-3.238043,55.9752125
MUIRHOUSE MEDICAL GROUP,EH4 4PL,Primary Care Delivery Site,Lothian,-3.2518314,55.9704817
DAVIDSON'S MAINS MEDICAL CENTRE,EH4 5BP,Primary Care Delivery Site,Lothian,-3.2733176,55.9636661
THE GROUP PRACTICE - EYRE,EH3 5EU,Primary Care Delivery Site,Lothian,-3.1989251,55.9616635
MEADOWS MEDICAL PRACTICE,EH3 9HW,Primary Care Delivery Site,Lothian,-3.2008813,55.9425869
RESTALRIG PARK MEDICAL CENTRE,EH7 6UJ,Primary Care Delivery Site,Lothian,-3.1567085,55.9646095
MARCHMONT MEDICAL PRACTICE,EH9 1JA,Primary Care Delivery Site,Lothian,-3.1960243,55.9392826
ST TRIDUANA'S MEDICAL PRACTICE,EH7 6RU,Primary Care Delivery Site,Lothian,-3.1330445,55.9562845
BOROUGHLOCH MEDICAL PRACTICE,EH9 1JZ,Primary Care Delivery Site,Lothian,-3.1944078,55.9398194
WHINPARK MEDICAL PRACTICE,EH11 3RA,Primary Care Delivery Site,Lothian,-3.2711825,55.9278724
"DRS SHARPE, PUTTA & BURNS PRACTICE",EH11 4AU,Primary Care Delivery Site,Lothian,-3.2860172,55.9234681
SIGHTHILL GREEN MEDICAL PRACTICE,EH11 4AU,Primary Care Delivery Site,Lothian,-3.2860172,55.9234681
RICCARTON GENERAL PRACTICE,EH14 4AS,Primary Care Delivery Site,Lothian,-3.3206807,55.9093804
WESTER HAILES MEDICAL PRACTICE,EH14 3JF,Primary Care Delivery Site,Lothian,-3.282348,55.9121937
SLATEFORD MEDICAL PRACTICE,EH14 1NQ,Primary Care Delivery Site,Lothian,-3.2388456,55.9341603
SOUTH QUEENSFERRY MEDICAL PRACTICE,EH30 9HA,Primary Care Delivery Site,Lothian,-3.3990565,55.9898443
LEVEN MEDICAL PRACTICE,EH3 9QQ,Primary Care Delivery Site,Lothian,-3.2064007,55.9439977
WEST END MEDICAL PRACTICE,EH3 7EB,Primary Care Delivery Site,Lothian,-3.2160164,55.9493932
POLWARTH MEDICAL PRACTICE,EH3 9QQ,Primary Care Delivery Site,Lothian,-3.2064007,55.9439977
SPRINGWELL MEDICAL GROUP,EH11 2JL,Primary Care Delivery Site,Lothian,-3.2267067,55.9380377
GILMORE MEDICAL PRACTICE,EH3 9QQ,Primary Care Delivery Site,Lothian,-3.2064007,55.9439977
LADYWELL MEDICAL CENTRE (WEST),EH12 7TB,Primary Care Delivery Site,Lothian,-3.2901752,55.9402275
LADYWELL MEDICAL CENTRE (EAST),EH12 7UN,Primary Care Delivery Site,Lothian,-3.2881273,55.9407521
MURRAYFIELD MEDICAL PRACTICE,EH12 5QX,Primary Care Delivery Site,Lothian,-3.2459975,55.9435226
THE PENTLANDS MEDICAL PRACTICE,EH14 5QB,Primary Care Delivery Site,Lothian,-3.3148713,55.8956048
MURRAYFIELD MEDICAL CENTRE,EH12 5SS,Primary Care Delivery Site,Lothian,-3.2562917,55.9429955
CRAMOND MEDICAL PRACTICE,EH4 6NS,Primary Care Delivery Site,Lothian,-3.299965,55.9777194
PARKGROVE MEDICAL PRACTICE,EH4 7NX,Primary Care Delivery Site,Lothian,-3.2880201,55.9592271
BARCLAY MEDICAL PRACTICE EAST CRAIGS,EH12 8XP,Primary Care Delivery Site,Lothian,-3.3038054,55.9513603
EDINBURGH ACCESS PRACTICE,EH3 9DU,Primary Care Delivery Site,Lothian,-3.2021882,55.9465277
CHALLENGING BEHAVIOUR GENERAL PRACTICE,EH9 1JZ,Primary Care Delivery Site,Lothian,-3.1944078,55.9398194
TYNE MEDICAL PRACTICE,EH41 3NF,Primary Care Delivery Site,Lothian,-2.7768098,55.956908
GULLANE MEDICAL PRACTICE,EH31 2HP,Primary Care Delivery Site,Lothian,-2.8267988,56.035085
RIVERSIDE MEDICAL PRACTICE LLP,EH21 7BP,Primary Care Delivery Site,Lothian,-3.0530136,55.9386472
THE HARBOURS MEDICAL PRACTICE,EH32 0JU,Primary Care Delivery Site,Lothian,-2.9604504,55.9690996
LAMMERMUIR MEDICAL PRACTICE,EH41 3NF,Primary Care Delivery Site,Lothian,-2.7768098,55.956908
THE ORCHARD MEDICAL PRACTICE,EH41 3NF,Primary Care Delivery Site,Lothian,-2.7768098,55.956908
PRESTONPANS GROUP PRACTICE,EH32 9QS,Primary Care Delivery Site,Lothian,-2.9756876,55.9563917
NORTH BERWICK GROUP PRACTICE,EH39 4PU,Primary Care Delivery Site,Lothian,-2.7167636,56.055441
INVERESK MEDICAL PRACTICE,EH21 7BP,Primary Care Delivery Site,Lothian,-3.0530136,55.9386472
EAST LINTON SURGERY,EH40 3DP,Primary Care Delivery Site,Lothian,-2.65666,55.984435
ORMISTON MEDICAL PRACTICE,EH35 5AB,Primary Care Delivery Site,Lothian,-2.9503994,55.9106843
TRANENT MEDICAL PRACTICE,EH33 2JX,Primary Care Delivery Site,Lothian,-2.9515618,55.9424739
ST LEONARD'S MEDICAL CENTRE,EH8 9RU,Primary Care Delivery Site,Lothian,-3.1814405,55.9445627
LAUDERDALE MEDICAL PRACTICE,EH42 1EE,Primary Care Delivery Site,Lothian,-2.5128872,55.9995464
CROMWELL HARBOUR MEDICAL PRACTICE,EH42 1EE,Primary Care Delivery Site,Lothian,-2.5128872,55.9995464
EASTFIELD MEDICAL PRACTICE,EH26 8EZ,Primary Care Delivery Site,Lothian,-3.2174095,55.836566
DALHOUSIE MEDICAL PRACTICE,EH19 2ET,Primary Care Delivery Site,Lothian,-3.1077746,55.8784497
QUARRYFOOT PRACTICE,EH19 2ET,Primary Care Delivery Site,Lothian,-3.1077746,55.8784497
ROSLIN MEDICAL PRACTICE,EH25 9NT,Primary Care Delivery Site,Lothian,-3.175707,55.8567757
NEWBATTLE MEDICAL PRACTICE,EH22 4AA,Primary Care Delivery Site,Lothian,-3.0493463,55.8675591
PENICUIK MEDICAL PRACTICE,EH26 8LF,Primary Care Delivery Site,Lothian,-3.221266,55.8281801
PATHHEAD MEDICAL PRACTICE,EH37 5PP,Primary Care Delivery Site,Lothian,-2.96194,55.8624962
NEWBYRES MEDICAL GROUP,EH23 4TP,Primary Care Delivery Site,Lothian,-3.0490546,55.8431124
DALKEITH MEDICAL PRACTICE,EH22 1AP,Primary Care Delivery Site,Lothian,-3.0675608,55.8942331
DANDERHALL MEDICAL PRACTICE,EH22 1LX,Primary Care Delivery Site,Lothian,-3.1067845,55.912756
STRATHESK MEDICAL GROUP,EH19 2ET,Primary Care Delivery Site,Lothian,-3.1077746,55.8784497
LOANHEAD MEDICAL PRACTICE,EH20 9LA,Primary Care Delivery Site,Lothian,-3.1544282,55.8788747
EAST CALDER MEDICAL PRACTICE,EH53 0EW,Primary Care Delivery Site,Lothian,-3.4624925,55.8956288
FERGUSON MEDICAL PRACTICE,EH52 5LH,Primary Care Delivery Site,Lothian,-3.4839546,55.9328617
NEWLAND MEDICAL PRACTICE,EH48 2SS,Primary Care Delivery Site,Lothian,-3.6470364,55.8977192
LANRIGG MEDICAL PRACTICE,EH47 9JD,Primary Care Delivery Site,Lothian,-3.7041836,55.8295358
LINDEN MEDICAL PRACTICE,EH52 5LH,Primary Care Delivery Site,Lothian,-3.4839546,55.9328617
KINGSGATE MEDICAL PRACTICE,EH48 2SS,Primary Care Delivery Site,Lothian,-3.6470364,55.8977192
SIMPSON MEDICAL GROUP,EH48 2SS,Primary Care Delivery Site,Lothian,-3.6470364,55.8977192
WEST CALDER MEDICAL PRACTICE,EH55 8EJ,Primary Care Delivery Site,Lothian,-3.5783172,55.8497357
LINLITHGOW GROUP MEDICAL PRACTICE,EH49 7ER,Primary Care Delivery Site,Lothian,-3.6076143,55.9761677
WHITBURN GROUP MEDICAL PRACTICE,EH47 0SD,Primary Care Delivery Site,Lothian,-3.6890144,55.8670289
ARMADALE GROUP PRACTICE,EH48 3QB,Primary Care Delivery Site,Lothian,-3.6991284,55.8995813
HOWDEN HEALTH CENTRE,EH54 6TP,Primary Care Delivery Site,Lothian,-3.5228331,55.8928036
DEDRIDGE MEDICAL GROUP,EH54 6QQ,Primary Care Delivery Site,Lothian,-3.5083997,55.8797807
THE WOOD MEDICAL PRACTICE,EH52 5LH,Primary Care Delivery Site,Lothian,-3.4839546,55.9328617
THE CRAIGSHILL PARTNERSHIP,EH54 5DY,Primary Care Delivery Site,Lothian,-3.4944612,55.8976977
ASHGROVE GROUP PRACTICE,EH47 7LL,Primary Care Delivery Site,Lothian,-3.6201816,55.8746221
MURIESTON MEDICAL PRACTICE,EH54 9JZ,Primary Care Delivery Site,Lothian,-3.5065719,55.8705658
ALMOND GROUP PRACTICE,EH29 9AS,Primary Care Delivery Site,Lothian,-3.4053334,55.9551958
BARCLAY MEDICAL PRACTICE,G20 8FB,Primary Care Delivery Site,Lothian,-4.292741,55.8899089
BARCLAY MEDICAL PRACTICE-FAULDHOUSE,EH47 9JD,Primary Care Delivery Site,Lothian,-3.7041836,55.8295358
Foula Clinic in Occupational Health,ZE1 0LA,NHS Vaccination Centre,Shetland,-1.1509372,60.1544408
LEVENWICK MEDICAL PRACTICE,ZE2 9HX,Primary Care Delivery Site,Shetland,-1.2714747,59.9719245
HILLSWICK HEALTH CENTRE,ZE2 9RW,Primary Care Delivery Site,Shetland,-1.4821535,60.4786411
Ninewells Hospital,DD2 1SG,NHS Vaccination Centre,Tayside,-3.0370551,56.4595186
Perth Royal Infirmary,PH1 1NX,Covid-19 Vaccination Clinic,Tayside,-3.4529634,56.3963319
Stracathro Hospital,DD9 7QA,Covid-19 Vaccination Clinic,Tayside,-2.6137268,56.7749297
GP Practices,Various,GP Practice,Tayside,-73.9945607,40.7270258
Ninewells Hospital,DD2 1SG,NHS Vaccination Centre,Tayside,-3.0370551,56.4595186
Perth Royal Infirmary,PH1 1NX,Covid-19 Vaccination Clinic,Tayside,-3.4529634,56.3963319
Stracathro Hospital,DD9 7QA,Covid-19 Vaccination Clinic,Tayside,-2.6137268,56.7749297
GP Practices,Various,GP Practice,Tayside,-73.9945607,40.7270258
Kings Cross Hospital,DD3 8EA,Covid-19 Vaccination Clinic,Tayside,-2.9866686,56.4776192
McKinnon Day Centre,DD5 2DZ,Covid-19 Vaccination Clinic,Tayside,-2.8660069,56.4661213
Asthton Hall (Caird Hall) (TBC),DD1 3BB,Covid-19 Vaccination Clinic,Tayside,-2.9685707,56.4599637
Blairgowrie Community Hospital,PH10 6EE,Covid-19 Vaccination Clinic,Tayside,-3.3462861,56.5858852
Crieff Community Hospital,PH7 3HR,Covid-19 Vaccination Clinic,Tayside,-3.8426195,56.3704405
Dewars Ice Rink (TBC) - Deward Centre,PH2 0TH,Covid-19 Vaccination Clinic,Tayside,-3.4442625,56.3950317
St Margarets Community Hospital,PH3 1JH,Covid-19 Vaccination Clinic,Tayside,-3.7176784,56.2932511
Pitlochry Community Hospital,PH16 5FG,Covid-19 Vaccination Clinic,Tayside,-3.7366913,56.7017089
Arbroath Infirmary,DD11 2AT,Covid-19 Vaccination Clinic,Tayside,-2.5968945,56.5545292
Links Health Centre,DD10 8TY,Covid-19 Vaccination Clinic,Tayside,-2.4564146,56.7100771
Whitehills Health & Communtity Care Centre,DD8 3DY,Covid-19 Vaccination Clinic,Tayside,-2.8716244,56.6522171
"Criaigvinean Surgery, Dunkeld",PH8 0AD,GP Practice,Tayside,-3.5860989,56.561871
Ninewells Hospital,DD2 1SG,Covid-19 Vaccination Clinic,Tayside,-3.0370551,56.4595186
Perth Royal Infirmary,PH1 1NX,Covid-19 Vaccination Clinic,Tayside,-3.4529634,56.3963319
Stracathro Hospital,DD9 7QA,Covid-19 Vaccination Clinic,Tayside,-2.6137268,56.7749297
GP Practices,Various,GP Practice,Tayside,-73.9945607,40.7270258
Kings Cross Hospital,DD3 8EA,Covid-19 Vaccination Clinic,Tayside,-2.9866686,56.4776192
McKinnon Day Centre,DD5 2DZ,Covid-19 Vaccination Clinic,Tayside,-2.8660069,56.4661213
Asthton Hall (Caird Hall) (TBC),DD1 3BB,Covid-19 Vaccination Clinic,Tayside,-2.9685707,56.4599637
Blairgowrie Community Hospital,PH10 6EE,Covid-19 Vaccination Clinic,Tayside,-3.3462861,56.5858852
Crieff Community Hospital,PH7 3HR,Covid-19 Vaccination Clinic,Tayside,-3.8426195,56.3704405
Dewars Ice Rink (TBC) - Deward Centre,PH2 0TH,Covid-19 Vaccination Clinic,Tayside,-3.4442625,56.3950317
St Margarets Community Hospital,PH3 1JH,Covid-19 Vaccination Clinic,Tayside,-3.7176784,56.2932511
Pitlochry Community Hospital,PH16 5FG,Covid-19 Vaccination Clinic,Tayside,-3.7366913,56.7017089
Arbroath Infirmary,DD11 2AT,Covid-19 Vaccination Clinic,Tayside,-2.5968945,56.5545292
Links Health Centre,DD10 8TY,Covid-19 Vaccination Clinic,Tayside,-2.4564146,56.7100771
Whitehills Health & Communtity Care Centre,DD8 3DY,Covid-19 Vaccination Clinic,Tayside,-2.8716244,56.6522171
"Criaigvinean Surgery, Dunkeld",PH8 0AD,GP Practice,Tayside,-3.5860989,56.561871
Improvement Academy Staff Vaccination Clinic,DD1 9SY,Covid-19 Vaccination Clinic,Tayside,-2.9914152,56.4616788
North Harris Med Pract,HS3 3BG,Covid-19 Vaccination Clinic,Western Isles,-6.8138455,57.9016829
South Harris Med Pract,HS5 3UA,Covid-19 Vaccination Clinic,Western Isles,-7.0159269,57.7676339
South Uist Med Pract,HS8 5SS,Covid-19 Vaccination Clinic,Western Isles,-7.3721671,57.1650767
North Uist Med Pract,HS6 5AE,Covid-19 Vaccination Clinic,Western Isles,-7.1629034,57.6049724
Balivanich Clinic,HS7 5LA,Covid-19 Vaccination Clinic,Western Isles,-7.3709815,57.4711764
Lochs Med Pract,HS2 9JP,Covid-19 Vaccination Clinic,Western Isles,-6.5026339,58.1517933
Memorial Hall,HS1 2DR,Covid-19 Vaccination Clinic,Western Isles,-6.3876228,58.2094894
Barra,HS9 5XD,Covid-19 Vaccination Clinic,Western Isles,-7.4877062,56.9556106
Broadbay Medical practice,HS1 2XB,Covid-19 Vaccination Clinic,Western Isles,-6.3861691,58.2087571
Group Practice,HS1 2PS,Covid-19 Vaccination Clinic,Western Isles,-6.3733157,58.2123016
Dental centre Stornoway,HS1 2BB,Covid-19 Vaccination Clinic,Western Isles,-6.385783,58.2077002
Sport centre Stornoway TBC,HS1 2PZ,Covid-19 Vaccination Clinic,Western Isles,-6.3816253,58.2097678
Western Isles Hospital ,HS1 2AF,NHS Vaccination Centre,Western Isles,-6.3836023,58.2210852
Western Isles Dental Center,HS1 2AF,Covid-19 Vaccination Clinic,Western Isles,-6.3836023,58.2210852
OUAB ,HS7 5LA,Covid-19 Vaccination Clinic,Western Isles,-7.3709815,57.4711764
Warehouse Buildings,KW163AA ,Covid-19 Vaccination Clinic,Orkney,-3.2976824,58.9633334
Milestone Community Church ,KW17 2JE ,Covid-19 Vaccination Clinic,Orkney,-3.2393205,59.0629804
South Ronaldsay and Burray Community Church ,KW17 2SR ,Covid-19 Vaccination Clinic,Orkney,-2.9560029,58.824649